scenario,product,day,mean,p5,p25,median,p75,p95
single_player,STRAWBERRY,28,270.95,205.00,250.00,276.00,297.00,322.00
single_player,STRAWBERRY,29,276.14,210.00,255.00,281.00,303.00,329.00
single_player,MELON,0,250.00,250.00,250.00,250.00,250.00,250.00
single_player,MELON,1,250.00,250.00,250.00,250.00,250.00,250.00
single_player,MELON,2,250.00,250.00,250.00,250.00,250.00,250.00
single_player,MELON,3,250.00,250.00,250.00,250.00,250.00,250.00
single_player,MELON,4,250.00,250.00,250.00,250.00,250.00,250.00
single_player,MELON,5,250.00,250.00,250.00,250.00,250.00,250.00
single_player,MELON,6,250.00,250.00,250.00,250.00,250.00,250.00
single_player,MELON,7,249.00,249.00,249.00,249.00,249.00,249.00
single_player,MELON,8,249.00,249.00,249.00,249.00,249.00,249.00
single_player,MELON,9,249.00,249.00,249.00,249.00,249.00,249.00
single_player,MELON,10,249.00,249.00,249.00,249.00,249.00,249.00
single_player,MELON,11,249.00,249.00,249.00,249.00,249.00,249.00
single_player,MELON,12,248.00,248.00,248.00,248.00,248.00,248.00
single_player,MELON,13,248.00,248.00,248.00,248.00,248.00,248.00
single_player,MELON,14,248.00,248.00,248.00,248.00,248.00,248.00
single_player,MELON,15,247.00,247.00,247.00,247.00,247.00,247.00
single_player,MELON,16,247.00,247.00,247.00,247.00,247.00,247.00
single_player,MELON,17,247.00,247.00,247.00,247.00,247.00,247.00
single_player,MELON,18,246.00,246.00,246.00,246.00,246.00,246.00
single_player,MELON,19,246.00,246.00,246.00,246.00,246.00,246.00
single_player,MELON,20,246.00,246.00,246.00,246.00,246.00,246.00
single_player,MELON,21,245.00,245.00,245.00,245.00,245.00,245.00
single_player,MELON,22,245.00,245.00,245.00,245.00,245.00,245.00
single_player,MELON,23,244.00,244.00,244.00,244.00,244.00,244.00
single_player,MELON,24,244.00,244.00,244.00,244.00,244.00,244.00
single_player,MELON,25,243.00,243.00,243.00,243.00,243.00,243.00
single_player,MELON,26,243.00,243.00,243.00,243.00,243.00,243.00
single_player,MELON,27,242.00,242.00,242.00,242.00,242.00,242.00
single_player,MELON,28,242.00,242.00,242.00,242.00,242.00,242.00
single_player,MELON,29,241.00,241.00,241.00,241.00,241.00,241.00
single_player,EGG,0,48.00,48.00,48.00,48.00,48.00,48.00
single_player,EGG,1,47.00,47.00,47.00,47.00,47.00,47.00
single_player,EGG,2,47.00,47.00,47.00,47.00,47.00,47.00
single_player,EGG,3,46.50,46.00,46.00,46.00,48.00,48.00
single_player,EGG,4,47.00,46.00,46.00,46.00,50.00,50.00
single_player,EGG,5,47.00,46.00,46.00,46.00,50.00,50.00
single_player,EGG,6,46.69,45.00,45.00,45.00,51.00,51.00
single_player,EGG,7,46.94,45.00,45.00,45.00,51.00,52.00
single_player,EGG,8,47.49,45.00,45.00,45.00,51.00,52.00
single_player,EGG,9,47.65,45.00,45.00,45.00,51.00,53.00
single_player,EGG,10,47.94,45.00,45.00,46.00,52.00,53.00
single_player,EGG,11,47.95,44.00,44.00,47.00,52.00,54.00
single_player,EGG,12,48.34,44.00,44.00,48.00,52.00,55.00
single_player,EGG,13,48.78,44.00,44.00,50.00,52.00,55.00
single_player,EGG,14,49.22,44.00,44.00,50.00,53.00,56.00
single_player,EGG,15,49.60,44.00,44.00,51.00,53.00,56.00
single_player,EGG,16,50.17,44.00,45.00,51.00,54.00,57.00
single_player,EGG,17,50.60,44.00,45.00,51.00,54.00,59.00
single_player,EGG,18,51.01,44.00,45.00,52.00,55.00,60.00
single_player,EGG,19,51.61,44.00,46.00,53.00,56.00,61.00
single_player,EGG,20,52.08,44.00,47.00,53.00,56.00,62.00
single_player,EGG,21,52.56,43.00,48.00,53.00,57.00,63.00
single_player,EGG,22,53.10,43.00,50.00,54.00,57.00,63.00
single_player,EGG,23,53.85,43.00,50.00,55.00,58.00,64.00
single_player,EGG,24,54.46,43.00,51.00,55.00,59.00,66.00
single_player,EGG,25,55.25,43.00,51.00,55.00,60.00,67.00
single_player,EGG,26,56.06,43.00,51.00,55.00,61.00,68.00
single_player,EGG,27,56.81,43.00,52.00,56.00,62.00,70.00
single_player,EGG,28,57.81,43.00,52.00,57.00,63.00,72.00
single_player,EGG,29,58.74,43.00,53.00,57.00,64.00,75.00
single_player,MILK,0,158.00,158.00,158.00,158.00,158.00,158.00
single_player,MILK,1,156.00,156.00,156.00,156.00,156.00,156.00
single_player,MILK,2,154.00,154.00,154.00,154.00,154.00,154.00
single_player,MILK,3,159.51,152.00,152.00,152.00,172.00,172.00
single_player,MILK,4,162.40,150.00,150.00,150.00,183.00,183.00
single_player,MILK,5,163.16,147.00,147.00,147.00,190.00,190.00
single_player,MILK,6,168.01,145.00,145.00,158.00,196.00,202.00
single_player,MILK,7,174.06,143.00,143.00,177.00,201.00,211.00
single_player,MILK,8,177.28,141.00,141.00,186.00,205.00,218.00
single_player,MILK,9,183.07,139.00,152.00,193.00,209.00,228.00
single_player,MILK,10,188.79,137.00,169.00,198.00,213.00,237.00
single_player,MILK,11,193.39,135.00,181.00,203.00,216.00,245.00
single_player,MILK,12,199.47,133.00,189.00,211.00,227.00,252.00
single_player,MILK,13,204.94,131.00,195.00,219.00,236.00,259.00
single_player,MILK,14,210.45,129.00,200.00,226.00,244.00,265.00
single_player,MILK,15,216.56,126.00,204.00,228.00,249.00,271.00
single_player,MILK,16,222.04,124.00,208.00,231.00,253.00,277.00
single_player,MILK,17,227.09,122.00,212.00,234.00,258.00,282.00
single_player,MILK,18,233.83,120.00,220.00,242.00,264.00,289.00
single_player,MILK,19,239.49,118.00,226.00,249.00,270.00,296.00
single_player,MILK,20,244.61,116.00,232.00,256.00,276.00,302.00
single_player,MILK,21,251.03,126.00,235.00,261.00,281.00,308.00
single_player,MILK,22,256.65,137.00,237.00,265.00,286.00,314.00
single_player,MILK,23,261.90,147.00,240.00,269.00,291.00,319.00
single_player,MILK,24,267.89,158.00,247.00,276.00,299.00,327.00
single_player,MILK,25,273.74,177.00,252.00,282.00,305.00,334.00
single_player,MILK,26,278.90,186.00,254.00,285.00,310.00,339.00
single_player,MILK,27,283.97,193.00,261.00,290.00,315.00,346.00
single_player,MILK,28,288.94,198.00,267.00,295.00,321.00,353.00
single_player,MILK,29,293.57,203.00,273.00,300.00,326.00,360.00
single_player,WOOL,0,200.00,200.00,200.00,200.00,200.00,200.00
single_player,WOOL,1,200.00,200.00,200.00,200.00,200.00,200.00
single_player,WOOL,2,199.00,199.00,199.00,199.00,199.00,199.00
single_player,WOOL,3,201.44,199.00,199.00,199.00,199.00,219.00
single_player,WOOL,4,202.29,199.00,199.00,199.00,199.00,226.00
single_player,WOOL,5,201.78,198.00,198.00,198.00,198.00,229.00
single_player,WOOL,6,203.27,197.00,197.00,197.00,197.00,232.00
single_player,WOOL,7,203.75,196.00,196.00,196.00,196.00,234.00
single_player,WOOL,8,203.79,195.00,195.00,195.00,195.00,236.00
single_player,WOOL,9,204.88,194.00,194.00,194.00,209.00,237.00
single_player,WOOL,10,206.07,193.00,193.00,193.00,223.00,238.00
single_player,WOOL,11,206.14,192.00,192.00,192.00,228.00,239.00
single_player,WOOL,12,206.30,190.00,190.00,190.00,231.00,241.00
single_player,WOOL,13,207.90,189.00,189.00,189.00,233.00,243.00
single_player,WOOL,14,207.66,187.00,187.00,187.00,235.00,244.00
single_player,WOOL,15,208.10,185.00,185.00,185.00,238.00,245.00
single_player,WOOL,16,209.08,183.00,183.00,183.00,240.00,246.00
single_player,WOOL,17,209.10,181.00,181.00,181.00,242.00,247.00
single_player,WOOL,18,209.95,179.00,179.00,197.00,242.00,248.00
single_player,WOOL,19,210.76,177.00,177.00,214.00,243.00,248.00
single_player,WOOL,20,210.50,174.00,174.00,224.00,244.00,249.00
single_player,WOOL,21,211.66,172.00,172.00,228.00,244.00,250.00
single_player,WOOL,22,211.76,169.00,169.00,231.00,245.00,250.00
single_player,WOOL,23,212.38,167.00,167.00,233.00,245.00,251.00
single_player,WOOL,24,213.36,164.00,164.00,237.00,246.00,252.00
single_player,WOOL,25,213.41,161.00,161.00,239.00,246.00,252.00
single_player,WOOL,26,213.95,158.00,158.00,241.00,246.00,253.00
single_player,WOOL,27,213.33,154.00,154.00,242.00,247.00,253.00
single_player,WOOL,28,212.83,151.00,151.00,242.00,248.00,254.00
single_player,WOOL,29,212.36,148.00,148.00,243.00,249.00,254.00
single_player,FERTILIZER,0,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,1,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,2,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,3,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,4,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,5,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,6,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,7,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,8,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,9,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,10,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,11,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,12,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,13,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,14,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,15,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,16,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,17,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,18,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,19,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,20,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,21,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,22,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,23,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,24,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,25,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,26,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,27,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,28,100.00,100.00,100.00,100.00,100.00,100.00
single_player,FERTILIZER,29,100.00,100.00,100.00,100.00,100.00,100.00
two_players,WHEAT,0,23.00,23.00,23.00,23.00,23.00,23.00
two_players,WHEAT,1,22.00,22.00,22.00,22.00,22.00,22.00
two_players,WHEAT,2,22.00,22.00,22.00,22.00,22.00,22.00
two_players,WHEAT,3,21.00,21.00,21.00,21.00,21.00,21.00
two_players,WHEAT,4,21.00,21.00,21.00,21.00,21.00,21.00
two_players,WHEAT,5,21.00,21.00,21.00,21.00,21.00,21.00
two_players,WHEAT,6,21.00,21.00,21.00,21.00,21.00,21.00
two_players,WHEAT,7,21.00,21.00,21.00,21.00,21.00,21.00
two_players,WHEAT,8,21.00,21.00,21.00,21.00,21.00,21.00
two_players,WHEAT,9,21.00,21.00,21.00,21.00,21.00,21.00
two_players,WHEAT,10,21.00,21.00,21.00,21.00,21.00,21.00
two_players,WHEAT,11,20.95,20.00,21.00,21.00,21.00,21.00
two_players,WHEAT,12,20.91,20.00,21.00,21.00,21.00,21.00
two_players,WHEAT,13,20.86,20.00,21.00,21.00,21.00,21.00
two_players,WHEAT,14,20.83,20.00,21.00,21.00,21.00,21.00
two_players,WHEAT,15,20.77,20.00,21.00,21.00,21.00,21.00
two_players,WHEAT,16,20.77,20.00,21.00,21.00,21.00,21.00
two_players,WHEAT,17,20.77,20.00,21.00,21.00,21.00,21.00
two_players,WHEAT,18,20.85,20.00,21.00,21.00,21.00,22.00
two_players,WHEAT,19,20.85,20.00,21.00,21.00,21.00,22.00
two_players,WHEAT,20,20.91,20.00,21.00,21.00,21.00,22.00
two_players,WHEAT,21,21.13,20.00,21.00,21.00,21.00,24.00
two_players,WHEAT,22,21.48,20.00,21.00,21.00,21.00,29.00
two_players,WHEAT,23,21.74,20.00,21.00,21.00,22.00,30.00
two_players,WHEAT,24,22.24,20.00,21.00,21.00,22.00,32.00
two_players,WHEAT,25,22.76,20.00,21.00,21.00,22.00,34.00
two_players,WHEAT,26,23.35,20.00,21.00,21.00,23.00,35.00
two_players,WHEAT,27,23.94,20.00,21.00,21.00,26.00,36.00
two_players,WHEAT,28,24.59,20.00,21.00,21.00,29.00,37.00
two_players,WHEAT,29,25.13,20.00,21.00,21.00,30.00,38.00
two_players,CARROT,0,32.00,32.00,32.00,32.00,32.00,32.00
two_players,CARROT,1,31.00,31.00,31.00,31.00,31.00,31.00
two_players,CARROT,2,31.00,31.00,31.00,31.00,31.00,31.00
two_players,CARROT,3,30.38,30.00,30.00,30.00,31.00,32.00
two_players,CARROT,4,29.88,29.00,29.00,29.00,31.00,34.00
two_players,CARROT,5,30.00,29.00,29.00,29.00,31.00,35.00
two_players,CARROT,6,29.66,28.00,28.00,28.00,31.00,36.00
two_players,CARROT,7,29.95,28.00,28.00,28.00,31.00,37.00
two_players,CARROT,8,29.75,27.00,27.00,27.00,32.00,37.00
two_players,CARROT,9,30.24,27.00,27.00,28.00,33.00,38.00
two_players,CARROT,10,30.26,26.00,26.00,29.00,35.00,39.00
two_players,CARROT,11,30.66,26.00,26.00,29.00,36.00,40.00
two_players,CARROT,12,31.17,26.00,26.00,29.00,36.00,42.00
two_players,CARROT,13,31.53,25.00,25.00,30.00,37.00,44.00
two_players,CARROT,14,32.09,25.00,25.00,30.00,38.00,45.00
two_players,CARROT,15,32.77,25.00,25.00,30.00,39.00,46.00
two_players,CARROT,16,33.25,24.00,25.00,31.00,40.00,48.00
two_players,CARROT,17,33.98,24.00,25.00,35.00,41.00,50.00
two_players,CARROT,18,34.78,24.00,25.00,35.00,42.00,52.00
two_players,CARROT,19,35.42,23.00,25.00,36.00,43.00,53.00
two_players,CARROT,20,36.30,23.00,25.00,37.00,44.00,55.00
two_players,CARROT,21,37.30,23.00,26.00,37.00,45.00,57.00
two_players,CARROT,22,38.32,23.00,26.00,38.00,47.00,60.00
two_players,CARROT,23,39.21,22.00,27.00,40.00,48.00,62.00
two_players,CARROT,24,40.56,22.00,28.00,40.00,49.00,64.00
two_players,CARROT,25,42.00,22.00,28.00,41.00,51.00,67.00
two_players,CARROT,26,43.59,22.00,29.00,41.00,52.00,69.00
two_players,CARROT,27,45.24,21.00,30.00,43.00,54.00,72.00
two_players,CARROT,28,47.20,21.00,31.00,44.00,55.00,78.00
two_players,CARROT,29,49.48,21.00,32.00,46.00,57.00,86.00
two_players,TOMATO,0,56.00,56.00,56.00,56.00,56.00,56.00
two_players,TOMATO,1,54.00,54.00,54.00,54.00,54.00,54.00
two_players,TOMATO,2,52.00,52.00,52.00,52.00,52.00,52.00
two_players,TOMATO,3,51.76,51.00,51.00,51.00,54.00,54.00
two_players,TOMATO,4,51.52,50.00,50.00,50.00,56.00,56.00
two_players,TOMATO,5,51.79,49.00,49.00,49.00,60.00,60.00
two_players,TOMATO,6,51.48,48.00,48.00,48.00,60.00,61.00
two_players,TOMATO,7,51.92,48.00,48.00,48.00,61.00,62.00
two_players,TOMATO,8,51.61,47.00,47.00,47.00,61.00,63.00
two_players,TOMATO,9,52.13,46.00,46.00,48.00,61.00,64.00
two_players,TOMATO,10,52.31,45.00,45.00,48.00,62.00,65.00
two_players,TOMATO,11,53.17,45.00,45.00,49.00,62.00,66.00
two_players,TOMATO,12,53.48,44.00,44.00,50.00,63.00,68.00
two_players,TOMATO,13,54.35,44.00,44.00,51.00,63.00,69.00
two_players,TOMATO,14,54.61,43.00,43.00,52.00,63.00,70.00
two_players,TOMATO,15,55.43,42.00,44.00,60.00,64.00,71.00
two_players,TOMATO,16,56.23,42.00,44.00,61.00,65.00,72.00
two_players,TOMATO,17,57.13,41.00,45.00,62.00,66.00,73.00
two_players,TOMATO,18,58.12,41.00,45.00,63.00,68.00,75.00
two_players,TOMATO,19,58.96,40.00,46.00,63.00,69.00,78.00
two_players,TOMATO,20,59.97,40.00,47.00,63.00,70.00,81.00
two_players,TOMATO,21,61.42,39.00,48.00,64.00,71.00,82.00
two_players,TOMATO,22,62.84,39.00,48.00,65.00,72.00,84.00
two_players,TOMATO,23,64.52,38.00,49.00,66.00,73.00,87.00
two_players,TOMATO,24,66.81,38.00,50.00,67.00,76.00,95.00
two_players,TOMATO,25,69.52,38.00,51.00,67.00,77.00,107.00
two_players,TOMATO,26,72.56,37.00,52.00,68.00,78.00,123.00
two_players,TOMATO,27,76.33,37.00,60.00,69.00,80.00,144.00
two_players,TOMATO,28,80.57,36.00,61.00,70.00,82.00,169.00
two_players,TOMATO,29,85.81,36.00,62.00,71.00,84.00,198.00
two_players,STRAWBERRY,0,114.00,114.00,114.00,114.00,114.00,114.00
two_players,STRAWBERRY,1,108.00,108.00,108.00,108.00,108.00,108.00
two_players,STRAWBERRY,2,103.00,103.00,103.00,103.00,103.00,103.00
two_players,STRAWBERRY,3,102.56,97.00,97.00,108.00,108.00,108.00
two_players,STRAWBERRY,4,102.61,91.00,91.00,114.00,114.00,114.00
two_players,STRAWBERRY,5,102.67,85.00,85.00,120.00,120.00,120.00
two_players,STRAWBERRY,6,112.93,80.00,80.00,135.00,145.00,145.00
two_players,STRAWBERRY,7,117.14,74.00,74.00,141.00,156.00,156.00
two_players,STRAWBERRY,8,120.08,68.00,68.00,145.00,164.00,164.00
two_players,STRAWBERRY,9,126.64,62.00,74.00,149.00,170.00,174.00
two_players,STRAWBERRY,10,133.94,57.00,80.00,153.00,176.00,183.00
two_players,STRAWBERRY,11,138.74,51.00,85.00,156.00,182.00,191.00
two_players,STRAWBERRY,12,147.35,45.00,103.00,164.00,187.00,201.00
two_players,STRAWBERRY,13,153.84,39.00,120.00,170.00,191.00,210.00
two_players,STRAWBERRY,14,160.47,34.00,145.00,176.00,196.00,218.00
two_players,STRAWBERRY,15,167.85,39.00,156.00,185.00,202.00,225.00
two_players,STRAWBERRY,16,174.93,45.00,164.00,193.00,208.00,232.00
two_players,STRAWBERRY,17,180.98,51.00,170.00,200.00,214.00,238.00
two_players,STRAWBERRY,18,189.23,68.00,176.00,204.00,222.00,244.00
two_players,STRAWBERRY,19,195.99,85.00,182.00,210.00,229.00,250.00
two_players,STRAWBERRY,20,202.48,103.00,187.00,218.00,235.00,256.00
two_players,STRAWBERRY,21,209.73,108.00,194.00,221.00,242.00,264.00
two_players,STRAWBERRY,22,216.65,114.00,201.00,228.00,248.00,272.00
two_players,STRAWBERRY,23,222.75,120.00,207.00,233.00,253.00,279.00
two_players,STRAWBERRY,24,229.98,145.00,213.00,239.00,260.00,285.00
two_players,STRAWBERRY,25,236.53,156.00,219.00,245.00,267.00,292.00
two_players,STRAWBERRY,26,242.72,164.00,224.00,251.00,273.00,300.00
two_players,STRAWBERRY,27,248.48,170.00,229.00,256.00,279.00,305.00
two_players,STRAWBERRY,28,254.07,176.00,234.00,262.00,285.00,311.00
two_players,STRAWBERRY,29,259.28,182.00,238.00,267.00,291.00,318.00
two_players,MELON,0,250.00,250.00,250.00,250.00,250.00,250.00
two_players,MELON,1,250.00,250.00,250.00,250.00,250.00,250.00
two_players,MELON,2,249.00,249.00,249.00,249.00,249.00,249.00
two_players,MELON,3,249.00,249.00,249.00,249.00,249.00,249.00
two_players,MELON,4,248.00,248.00,248.00,248.00,248.00,248.00
two_players,MELON,5,247.00,247.00,247.00,247.00,247.00,247.00
two_players,MELON,6,246.00,246.00,246.00,246.00,246.00,246.00
two_players,MELON,7,244.00,244.00,244.00,244.00,244.00,244.00
two_players,MELON,8,243.00,243.00,243.00,243.00,243.00,243.00
two_players,MELON,9,241.00,241.00,241.00,241.00,241.00,241.00
two_players,MELON,10,239.00,239.00,239.00,239.00,239.00,239.00
two_players,MELON,11,237.00,237.00,237.00,237.00,237.00,237.00
two_players,MELON,12,235.00,235.00,235.00,235.00,235.00,235.00
two_players,MELON,13,232.00,232.00,232.00,232.00,232.00,232.00
two_players,MELON,14,230.00,230.00,230.00,230.00,230.00,230.00
two_players,MELON,15,227.00,227.00,227.00,227.00,227.00,227.00
two_players,MELON,16,224.00,224.00,224.00,224.00,224.00,224.00
two_players,MELON,17,221.00,221.00,221.00,221.00,221.00,221.00
two_players,MELON,18,218.00,218.00,218.00,218.00,218.00,218.00
two_players,MELON,19,214.00,214.00,214.00,214.00,214.00,214.00
two_players,MELON,20,210.00,210.00,210.00,210.00,210.00,210.00
two_players,MELON,21,206.00,206.00,206.00,206.00,206.00,206.00
two_players,MELON,22,202.00,202.00,202.00,202.00,202.00,202.00
two_players,MELON,23,198.00,198.00,198.00,198.00,198.00,198.00
two_players,MELON,24,194.00,194.00,194.00,194.00,194.00,194.00
two_players,MELON,25,189.00,189.00,189.00,189.00,189.00,189.00
two_players,MELON,26,184.00,184.00,184.00,184.00,184.00,184.00
two_players,MELON,27,179.00,179.00,179.00,179.00,179.00,179.00
two_players,MELON,28,174.00,174.00,174.00,174.00,174.00,174.00
two_players,MELON,29,169.00,169.00,169.00,169.00,169.00,169.00
two_players,EGG,0,47.00,47.00,47.00,47.00,47.00,47.00
two_players,EGG,1,46.00,46.00,46.00,46.00,46.00,46.00
two_players,EGG,2,45.00,45.00,45.00,45.00,45.00,45.00
two_players,EGG,3,45.00,45.00,45.00,45.00,45.00,45.00
two_players,EGG,4,44.25,44.00,44.00,44.00,45.00,45.00
two_players,EGG,5,44.50,44.00,44.00,44.00,46.00,46.00
two_players,EGG,6,44.56,44.00,44.00,44.00,46.00,47.00
two_players,EGG,7,44.76,44.00,44.00,44.00,46.00,50.00
two_players,EGG,8,44.25,43.00,43.00,43.00,46.00,51.00
two_players,EGG,9,44.40,43.00,43.00,43.00,46.00,51.00
two_players,EGG,10,44.51,43.00,43.00,43.00,46.00,51.00
two_players,EGG,11,44.99,43.00,43.00,44.00,47.00,52.00
two_players,EGG,12,45.41,43.00,43.00,44.00,47.00,52.00
two_players,EGG,13,45.53,43.00,43.00,44.00,47.00,53.00
two_players,EGG,14,45.85,43.00,43.00,44.00,48.00,53.00
two_players,EGG,15,45.84,42.00,43.00,44.00,50.00,53.00
two_players,EGG,16,46.24,42.00,43.00,44.00,51.00,54.00
two_players,EGG,17,46.64,42.00,43.00,44.00,51.00,55.00
two_players,EGG,18,46.97,42.00,43.00,45.00,52.00,56.00
two_players,EGG,19,47.32,42.00,43.00,45.00,52.00,57.00
two_players,EGG,20,47.65,42.00,43.00,45.00,52.00,58.00
two_players,EGG,21,48.07,42.00,43.00,46.00,53.00,59.00
two_players,EGG,22,48.54,42.00,43.00,49.00,53.00,59.00
two_players,EGG,23,49.05,42.00,43.00,50.00,54.00,60.00
two_players,EGG,24,49.54,42.00,43.00,50.00,55.00,61.00
two_players,EGG,25,50.00,42.00,43.00,50.00,56.00,62.00
two_players,EGG,26,50.59,42.00,43.00,51.00,56.00,64.00
two_players,EGG,27,50.97,41.00,43.00,51.00,57.00,65.00
two_players,EGG,28,51.54,41.00,43.00,51.00,58.00,66.00
two_players,EGG,29,52.14,41.00,44.00,52.00,58.00,67.00
two_players,MILK,0,154.00,154.00,154.00,154.00,154.00,154.00
two_players,MILK,1,147.00,147.00,147.00,147.00,147.00,147.00
two_players,MILK,2,141.00,141.00,141.00,141.00,141.00,141.00
two_players,MILK,3,139.51,135.00,135.00,135.00,147.00,147.00
two_players,MILK,4,138.39,129.00,129.00,129.00,154.00,154.00
two_players,MILK,5,136.28,122.00,122.00,122.00,160.00,160.00
two_players,MILK,6,142.72,116.00,116.00,129.00,175.00,186.00
two_players,MILK,7,144.71,110.00,110.00,135.00,181.00,197.00
two_players,MILK,8,145.64,103.00,103.00,141.00,186.00,205.00
two_players,MILK,9,150.49,97.00,110.00,147.00,190.00,216.00
two_players,MILK,10,155.57,91.00,116.00,154.00,194.00,226.00
two_players,MILK,11,158.56,84.00,122.00,160.00,197.00,234.00
two_players,MILK,12,165.91,78.00,129.00,186.00,210.00,241.00
two_players,MILK,13,171.23,72.00,135.00,197.00,220.00,248.00
two_players,MILK,14,176.15,66.00,141.00,205.00,229.00,254.00
two_players,MILK,15,182.71,59.00,147.00,208.00,234.00,260.00
two_players,MILK,16,188.82,53.00,154.00,210.00,238.00,265.00
two_players,MILK,17,194.03,47.00,160.00,212.00,242.00,271.00
two_players,MILK,18,201.71,40.00,186.00,222.00,249.00,278.00
two_players,MILK,19,207.92,34.00,197.00,231.00,255.00,284.00
two_players,MILK,20,213.60,28.00,205.00,238.00,261.00,290.00
two_players,MILK,21,220.58,34.00,208.00,242.00,266.00,296.00
two_players,MILK,22,227.02,40.00,210.00,246.00,272.00,302.00
two_players,MILK,23,232.72,47.00,212.00,250.00,277.00,307.00
two_players,MILK,24,239.87,53.00,222.00,259.00,285.00,316.00
two_players,MILK,25,246.29,59.00,227.00,264.00,291.00,322.00
two_players,MILK,26,252.28,66.00,229.00,268.00,295.00,327.00
two_players,MILK,27,257.92,72.00,237.00,273.00,301.00,334.00
two_players,MILK,28,263.27,78.00,244.00,278.00,307.00,341.00
two_players,MILK,29,268.24,84.00,250.00,282.00,312.00,348.00
two_players,WOOL,0,199.00,199.00,199.00,199.00,199.00,199.00
two_players,WOOL,1,198.00,198.00,198.00,198.00,198.00,198.00
two_players,WOOL,2,195.00,195.00,195.00,195.00,195.00,195.00
two_players,WOOL,3,192.97,192.00,192.00,192.00,192.00,200.00
two_players,WOOL,4,191.02,187.00,187.00,187.00,187.00,220.00
two_players,WOOL,5,186.36,181.00,181.00,181.00,181.00,225.00
two_players,WOOL,6,183.05,174.00,174.00,174.00,174.00,229.00
two_players,WOOL,7,178.48,167.00,167.00,167.00,167.00,231.00
two_players,WOOL,8,174.01,158.00,158.00,158.00,158.00,233.00
two_players,WOOL,9,170.32,148.00,148.00,148.00,181.00,234.00
two_players,WOOL,10,165.00,137.00,137.00,137.00,195.00,236.00
two_players,WOOL,11,157.82,125.00,125.00,125.00,200.00,237.00
two_players,WOOL,12,155.27,112.00,112.00,112.00,220.00,239.00
two_players,WOOL,13,149.64,98.00,98.00,98.00,225.00,241.00
two_players,WOOL,14,142.08,82.00,82.00,82.00,229.00,242.00
two_players,WOOL,15,138.08,66.00,66.00,66.00,233.00,243.00
two_players,WOOL,16,133.77,49.00,49.00,49.00,236.00,244.00
two_players,WOOL,17,127.00,31.00,31.00,31.00,239.00,245.00
two_players,WOOL,18,123.17,11.00,11.00,82.00,240.00,246.00
two_players,WOOL,19,122.36,1.00,1.00,125.00,240.00,247.00
two_players,WOOL,20,126.26,1.00,1.00,158.00,241.00,248.00
two_players,WOOL,21,130.41,1.00,1.00,181.00,242.00,248.00
two_players,WOOL,22,135.00,1.00,1.00,195.00,242.00,249.00
two_players,WOOL,23,138.28,1.00,1.00,200.00,243.00,250.00
two_players,WOOL,24,141.99,1.00,1.00,227.00,243.00,250.00
two_players,WOOL,25,145.54,1.00,1.00,232.00,244.00,251.00
two_players,WOOL,26,149.49,1.00,1.00,236.00,244.00,252.00
two_players,WOOL,27,152.40,1.00,1.00,237.00,245.00,252.00
two_players,WOOL,28,155.42,1.00,1.00,238.00,246.00,253.00
two_players,WOOL,29,157.25,1.00,1.00,239.00,247.00,253.00
two_players,FERTILIZER,0,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,1,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,2,100.00,100.00,100.00,100.00,100.00,100.00
two_players,FERTILIZER,3,100.00,100.00,100.00,100.00,100.00,100.00
