seed,opponent,seat,step,day,hour,available_workers,opening_cash,closing_cash,actions:WEST,NW:empty,shed:WHEAT,shed:CARROT,shed:TOMATO,shed:STRAWBERRY,shed:MELON,shed:EGG,shed:MILK,shed:WOOL,shed:FERTILIZER,shed:GOOSE,shed:COW,shed:SHEEP,actions:BUILD_PASTURE,actions:NORTH,actions:EAST,NW:other:PASTURE,actions:PICKUP,actions:SOUTH,actions:PLANT,carried:COW,actions:PLACE,actions:WATER,NW:crop:WHEAT,NW:yield_present:WHEAT,NW:yield_units:WHEAT,NW:unwatered,NW:animal:COW,NW:unfed,NW:crop:MELON,NW:yield_present:MELON,NW:yield_units:MELON,carried:WHEAT,actions:CARE,actions:FEED,actions:PASS,actions:COLLECT_FERTILIZER,carried:FERTILIZER,NW:mature:WHEAT,NW:mature_units:WHEAT,NW:crop:TOMATO,actions:HARVEST,NE:empty,NE:crop:CARROT,NE:yield_present:CARROT,NE:yield_units:CARROT,NE:unwatered,NE:crop:TOMATO,NE:crop:WHEAT,NE:yield_present:WHEAT,NE:yield_units:WHEAT,NE:crop:STRAWBERRY,NE:mature:WHEAT,NE:mature_units:WHEAT,NE:mature:CARROT,NE:mature_units:CARROT,carried:MILK,carried:CARROT,NE:other:PASTURE,carried:SHEEP,NW:mature:MELON,NW:mature_units:MELON,carried:MELON,NW:crop:CARROT,NW:yield_present:CARROT,NW:yield_units:CARROT,actions:FERTILIZE,NW:animal:SHEEP,NW:yield_present:TOMATO,NW:yield_units:TOMATO,NW:mature:TOMATO,NW:mature_units:TOMATO,NE:animal:SHEEP,NE:unfed,NE:animal:COW,NW:mature:CARROT,NW:mature_units:CARROT,NW:crop:STRAWBERRY,carried:TOMATO,NE:yield_present:TOMATO,NE:yield_units:TOMATO,NE:mature:TOMATO,NE:mature_units:TOMATO,NE:crop:MELON,NE:yield_present:MELON,NE:yield_units:MELON,NW:other:WEED,actions:DIG,NE:yield_present:STRAWBERRY,NE:yield_units:STRAWBERRY,NE:mature:STRAWBERRY,NE:mature_units:STRAWBERRY,carried:STRAWBERRY,carried:WOOL,NE:other:WEED,NW:yield_present:STRAWBERRY,NW:yield_units:STRAWBERRY,NW:mature:STRAWBERRY,NW:mature_units:STRAWBERRY,NE:mature:MELON,NE:mature_units:MELON,actions:DROP
96401,cow_milk_engine,0,282,11,18,13,5230.0,3950.0,5,,28,0,0,0,8,0,0,0,0,0,1,1,,2,1,,,3,,1,,2,9,9,16,10,3,4,6,6,28,11,,,,,5,6,13,3,,1,3,3,5,3,1,11,11,18,4,7,14,2,4,,,4,,6,28,12,1,1,1,,3,3,5,3,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,283,11,19,13,3950.0,3950.0,3,,36,0,0,0,8,0,0,0,0,0,1,3,,,3,,1,1,,1,,1,9,9,16,9,3,4,6,6,29,11,1,1,,1,5,6,13,3,1,1,3,3,5,2,1,11,11,18,4,7,14,2,4,,,4,,6,29,12,1,1,1,,3,3,5,3,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,284,11,20,13,3950.0,3950.0,1,1,36,0,0,0,8,0,0,0,0,0,0,3,1,2,1,,,5,,2,1,1,9,9,16,8,3,3,5,5,24,10,,,,,6,6,13,3,1,1,3,3,5,2,1,11,11,18,4,7,14,2,4,,,4,,5,24,18,1,1,1,,3,3,5,3,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,285,11,21,13,3950.0,4850.0,2,1,36,0,0,0,8,0,0,0,0,0,0,3,,3,,1,1,6,,1,,1,9,9,16,7,3,3,4,4,19,10,,,,,6,6,13,3,,1,3,3,5,2,1,11,11,18,4,7,14,2,4,,,3,,4,19,24,1,1,1,,3,3,5,3,5,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,286,11,22,13,4850.0,4850.0,4,1,36,0,0,0,4,0,0,0,0,0,0,2,,2,1,1,,5,,1,,,9,9,16,6,3,3,4,4,20,10,,1,,,6,6,13,3,,1,3,3,5,2,1,11,11,18,4,7,14,2,4,,,3,1,4,20,24,1,1,1,,3,3,5,3,5,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,287,11,23,13,4850.0,4850.0,6,1,36,0,0,0,4,0,0,0,0,0,0,2,,4,,1,,1,,1,,,9,9,16,6,3,2,4,4,20,9,,,,,6,6,13,3,2,1,3,3,5,2,1,11,11,18,4,7,14,2,4,,,3,1,4,20,24,1,1,1,,3,3,5,3,5,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,288,12,0,1,4850.0,4662.0,,2,45,0,2,0,34,0,0,0,6,0,1,3,,,,1,1,,,,,,9,9,16,16,3,6,3,3,14,,,,,,,6,13,3,,1,3,3,5,19,1,11,11,18,4,7,14,3,5,,,3,,3,14,,1,1,1,,3,3,6,3,6,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,289,12,1,10,4662.0,11128.0,,2,42,0,2,0,34,0,0,0,6,0,1,3,,8,,1,2,,,,,,9,9,16,16,3,6,3,3,14,3,,,,,,6,13,3,,1,3,3,5,19,1,11,11,18,4,7,14,3,5,,,3,,3,14,,1,1,1,,3,3,6,3,6,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,290,12,2,13,11128.0,11128.0,5,2,37,0,0,0,7,0,0,0,6,0,1,3,,8,,1,,,,,,,9,9,16,16,3,6,3,3,14,8,,,,,,6,13,3,,1,3,3,5,19,1,11,11,18,4,7,14,3,5,,,3,,3,14,,1,1,1,,3,3,6,3,6,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,291,12,3,13,11128.0,11128.0,3,2,37,0,0,0,7,0,0,0,6,0,1,3,,7,1,1,,,,,,2,9,9,16,16,3,6,3,3,14,8,,,,,,6,13,3,,1,3,3,5,19,1,11,11,18,4,7,14,3,5,,,3,,3,14,,1,1,1,,3,3,6,3,6,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,292,12,4,13,11128.0,11128.0,5,2,37,0,0,0,7,0,0,0,6,0,1,3,,5,1,1,,,,,,1,9,9,17,14,3,6,3,3,14,8,,,,1,,6,14,3,,1,3,3,5,19,1,11,11,18,4,7,14,3,5,,,3,,3,14,,1,1,1,,3,3,6,3,6,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,293,12,5,13,11128.0,12461.0,4,2,37,0,0,0,7,0,0,0,6,0,1,3,,,6,1,,,,,,3,9,9,17,14,3,6,3,3,14,8,,,,,1,6,14,3,,1,3,3,5,18,1,11,11,18,4,7,14,3,5,,,3,,3,14,,1,1,1,,3,3,6,3,6,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,294,12,6,13,12461.0,12461.0,3,2,37,0,0,0,3,0,0,0,2,0,1,3,,2,4,1,,,,,,3,9,9,17,12,3,6,3,3,14,8,,,,1,1,6,14,3,,1,3,3,5,17,1,11,11,19,4,7,15,3,5,,,3,,3,14,,1,1,1,,3,3,6,3,6,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,295,12,7,13,12461.0,12461.0,1,2,37,0,0,0,3,0,0,0,2,0,1,3,,1,3,1,,1,,,,4,9,9,17,11,3,6,3,3,15,8,1,2,,,2,6,14,3,,1,3,3,6,15,1,11,11,19,4,7,15,3,6,,,3,,3,15,,1,1,1,,3,3,6,3,6,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,296,12,8,13,12461.0,12461.0,1,2,37,0,0,0,3,0,0,0,2,0,1,3,,2,6,1,,1,,,,2,9,9,17,10,3,4,3,3,15,6,,,,,2,6,14,3,1,1,3,3,6,12,1,11,11,22,4,7,18,3,6,,,3,,3,15,,1,1,2,,3,3,6,3,6,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,297,12,9,13,12461.0,13156.0,,3,37,0,0,0,3,0,0,0,2,0,1,3,,2,6,1,,1,,,,2,8,8,15,9,3,4,3,3,15,9,,,,2,2,5,12,3,,1,3,3,6,11,1,11,11,23,4,7,19,3,6,,,3,,3,15,,1,1,2,,3,3,6,3,6,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,298,12,10,13,13156.0,13156.0,1,3,37,0,0,0,0,0,0,0,2,0,1,3,,2,6,1,,,,,,2,8,8,15,9,3,4,3,3,15,9,1,,,1,4,5,12,3,,1,3,3,6,9,1,11,11,25,4,7,21,3,6,,,3,,3,15,,1,1,2,,3,3,6,3,6,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,299,12,11,13,13156.0,13156.0,1,3,37,0,0,0,0,0,0,0,2,0,1,3,,,3,1,,3,1,,,1,8,8,16,8,3,4,3,3,15,9,1,2,,,5,5,13,3,1,1,3,3,7,8,1,11,11,25,4,7,21,3,7,,,3,,3,15,,1,1,2,,3,3,6,3,6,1,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,300,12,12,13,13156.0,13056.0,2,2,37,0,0,0,0,0,0,0,2,0,1,3,,,4,1,,2,1,,,3,8,8,16,9,3,4,3,3,15,7,,,,,5,5,13,3,1,2,2,2,5,7,1,11,11,25,4,7,21,2,5,,3,3,,3,15,,1,1,2,,3,3,6,3,6,1,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,301,12,13,13,13056.0,12956.0,2,2,37,0,0,0,0,0,0,0,2,0,1,3,,1,2,1,,2,1,,,3,8,8,18,6,3,4,3,3,15,7,,,,1,5,5,15,3,1,2,1,1,2,8,1,11,11,25,5,7,21,1,2,,6,3,,3,15,,1,1,2,,3,3,6,3,6,1,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,302,12,14,13,12956.0,12946.0,4,3,37,0,0,0,0,0,0,0,2,0,1,3,,3,1,1,2,1,,,,2,7,7,14,6,3,4,3,3,15,11,,,,,6,4,11,3,,1,1,1,2,6,1,11,11,25,6,7,21,1,2,,6,3,,3,15,,1,1,2,,3,3,6,3,6,1,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,303,12,15,13,12946.0,12946.0,5,3,37,0,0,0,0,0,0,0,2,0,0,2,,4,,1,,2,,1,,,7,7,14,5,3,4,3,3,16,11,,1,,,6,4,11,3,1,1,1,1,2,5,1,11,11,25,6,7,21,1,2,,6,3,1,3,16,,1,1,2,,3,3,6,3,6,1,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,304,12,16,13,12946.0,12846.0,4,4,37,0,0,0,0,0,0,0,2,0,0,2,,4,,1,,1,1,1,,,7,7,14,5,3,3,2,2,10,10,,1,,1,6,4,11,3,1,1,1,1,2,5,1,11,11,25,6,7,21,1,2,,6,3,1,2,10,6,1,1,2,,3,3,6,3,6,1,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,305,12,17,13,12846.0,12846.0,5,3,37,0,0,0,0,0,0,0,2,0,0,2,,5,,1,,1,,1,,1,8,8,15,6,3,2,2,2,10,9,1,,,,7,4,11,3,,1,1,1,2,5,1,11,11,25,6,7,21,1,2,3,6,3,1,2,10,6,1,1,2,,3,3,6,3,6,1,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,306,12,18,13,12846.0,12846.0,8,3,37,0,0,0,0,0,0,0,2,0,0,2,,1,2,1,,1,,1,,1,8,8,15,5,3,2,2,2,10,9,,,,,7,4,11,3,,1,1,1,2,5,1,11,11,25,6,7,21,1,2,3,6,3,1,2,10,6,1,1,2,,3,3,6,3,6,1,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,307,12,19,13,12846.0,12846.0,7,3,37,0,0,0,0,0,0,0,2,0,0,2,,,1,1,,1,,1,,,8,8,16,4,3,2,2,2,10,9,2,1,,,7,4,12,3,1,1,1,1,2,5,1,11,11,25,6,7,21,1,2,3,6,3,1,2,10,6,1,1,2,,3,3,6,3,6,1,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,308,12,20,13,12846.0,12846.0,5,3,37,0,0,0,0,0,0,0,2,0,0,2,,4,1,1,,1,,1,,1,8,8,16,4,3,1,2,2,10,8,,1,,,7,4,12,3,,1,1,1,2,5,1,11,11,25,6,7,21,1,2,3,6,3,1,2,10,6,1,1,2,,3,2,3,2,3,1,,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,309,12,21,13,12846.0,13037.0,4,3,37,0,0,0,0,0,0,0,2,0,0,2,,3,2,1,,1,,1,1,,8,8,16,3,3,,2,2,11,7,,,,,7,4,12,3,2,1,1,1,2,5,1,11,11,25,6,7,21,1,2,3,6,3,1,2,11,6,1,1,2,,3,2,3,2,3,1,,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,310,12,22,13,13037.0,12937.0,3,4,37,0,0,0,0,0,0,0,0,0,0,2,,3,1,1,,4,,1,1,1,8,8,16,3,3,,1,1,5,7,,,,,7,4,12,3,,1,1,1,2,5,1,11,11,25,6,7,21,1,2,6,6,2,,1,5,12,1,1,2,,3,2,3,2,3,2,1,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,311,12,23,13,12937.0,11743.0,3,4,37,0,0,0,0,0,0,0,0,0,0,2,,1,2,,,5,,,,1,8,8,16,3,4,1,1,1,5,7,,,,1,7,4,12,3,,1,1,1,2,4,1,11,11,25,6,7,21,1,2,6,6,2,,1,5,12,1,1,2,,3,2,3,2,3,2,1,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,312,13,0,1,11743.0,15717.0,,4,75,0,3,0,12,0,3,0,5,0,0,2,,,,,1,,,,,,8,8,16,14,4,7,1,1,5,,,,,,,7,15,3,,1,1,1,2,19,1,11,11,25,6,11,25,1,2,,,2,,1,5,,1,1,2,,3,3,8,3,8,2,3,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,313,13,1,5,15717.0,16082.0,,4,45,0,0,0,2,0,0,0,5,0,0,2,,2,,,3,,,,,,8,8,16,14,4,7,1,1,5,3,,,,,,7,15,3,,1,1,1,2,19,1,11,11,25,6,11,25,1,2,,,2,,1,5,,1,1,2,,3,3,8,3,8,2,3,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,314,13,2,13,16082.0,15334.0,,4,38,0,0,0,0,0,0,0,2,0,0,2,,13,,,,,,,,,8,8,16,14,4,7,1,1,5,10,,,,,,7,15,3,,1,1,1,2,19,1,11,11,25,6,11,25,1,2,,,2,,1,5,,1,1,2,,3,3,8,3,8,2,3,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,315,13,3,13,15334.0,15334.0,,4,58,0,0,0,0,0,0,0,2,0,0,2,,10,2,,,,,,,1,8,8,16,14,4,7,1,1,5,10,,,,,,7,15,3,,1,1,1,2,19,1,11,11,25,6,11,25,1,2,,,2,,1,5,,1,1,2,,3,3,8,3,8,2,3,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,316,13,4,13,15334.0,15334.0,3,4,58,0,0,0,0,0,0,0,2,0,0,2,,4,3,,,,,,,1,8,8,16,14,4,7,1,1,5,10,,1,,1,,7,15,3,,1,1,1,2,18,1,11,11,25,6,11,25,1,2,,,2,,1,5,,1,1,2,,3,3,8,3,8,2,3,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,317,13,5,13,15334.0,15486.0,4,4,58,0,0,0,0,0,0,0,2,0,0,2,,1,5,,1,,,,,,8,8,16,14,4,6,1,1,5,9,,,,1,1,7,15,3,1,1,1,1,2,17,1,11,11,26,6,11,26,1,2,,,2,,1,5,,1,1,2,,3,3,8,3,8,2,3,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,318,13,6,13,15486.0,15476.0,5,4,54,0,0,0,0,0,0,0,0,0,0,2,,,3,,1,1,,,,2,8,8,16,14,4,6,1,1,5,13,,,,1,4,7,15,3,,2,1,1,2,17,1,10,10,22,6,10,22,1,2,,,2,,1,5,,1,1,2,,3,3,8,3,8,2,3,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,319,13,7,13,15476.0,15476.0,3,4,54,0,0,0,0,0,0,0,0,0,0,2,,,3,,2,,,,,2,8,8,16,14,4,6,1,1,5,13,,1,,,5,7,15,3,2,2,1,1,2,15,1,10,10,24,6,10,24,1,2,,,2,,1,5,,1,1,2,,3,3,8,3,8,2,3,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,320,13,8,13,15476.0,15456.0,5,4,54,0,0,0,0,0,0,0,0,0,0,1,,2,,,,,2,,,4,8,8,18,12,4,6,1,1,5,20,,,,,5,7,17,3,,4,1,1,2,15,1,8,8,16,6,8,16,1,2,,,2,1,1,5,,1,1,2,,3,3,8,3,8,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,321,13,9,13,15456.0,15608.0,1,4,54,0,0,0,0,0,0,0,0,0,0,1,,2,3,,,,1,,,2,8,8,19,11,4,6,1,1,5,20,,2,,1,5,7,18,3,1,2,1,1,2,14,1,8,8,19,8,8,19,1,2,,,2,1,1,5,,1,1,2,,3,3,8,3,8,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,322,13,10,13,15608.0,15598.0,2,3,50,0,0,0,0,0,0,0,0,0,0,1,,2,5,,,1,,,,2,9,9,20,12,4,4,1,1,5,22,,,,1,6,7,18,3,,3,1,1,2,12,1,7,7,15,8,7,15,1,2,,,2,1,1,5,,1,1,2,,3,3,8,3,8,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,323,13,11,13,15598.0,15598.0,2,3,50,0,0,0,0,0,0,0,0,0,0,1,,1,5,,,1,1,,,2,9,9,20,11,4,4,1,1,5,22,,,,1,7,7,18,3,,3,1,1,2,11,1,7,7,16,8,7,16,1,2,,,2,1,1,5,,1,1,2,,3,3,8,3,8,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,324,13,12,13,15598.0,15598.0,1,2,50,0,0,0,0,0,0,0,0,0,0,1,,,4,,,1,2,,,2,9,9,20,12,4,4,1,1,5,22,,,,1,8,7,18,3,2,3,1,1,2,9,1,7,7,18,8,7,18,1,2,,,2,1,1,5,,1,1,2,,3,3,8,3,8,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,325,13,13,13,15598.0,15654.0,2,2,50,0,0,0,0,0,0,0,0,0,0,1,,2,2,,,,1,,1,2,9,9,20,10,4,4,1,1,5,30,2,,,,9,7,18,3,1,3,1,1,2,11,1,6,6,11,9,5,10,1,2,,,2,1,1,5,,1,1,3,,3,3,8,3,8,2,2,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,326,13,14,13,15654.0,15554.0,2,2,48,0,0,0,0,0,0,0,0,0,0,1,,4,1,,,2,1,,,3,10,10,21,11,4,4,1,1,5,30,,,,,9,7,18,3,,3,1,1,2,9,1,6,6,11,9,5,10,1,2,,3,1,,1,5,,,,,,3,3,8,3,8,3,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,327,13,15,13,15554.0,15554.0,3,1,48,0,0,0,0,0,0,0,0,0,0,1,,3,2,,,1,,,,2,11,11,23,10,4,4,1,1,5,30,,,,,9,7,19,3,2,3,1,1,3,8,1,6,6,11,9,5,10,1,3,,3,1,,1,5,,,,,,3,3,8,3,8,3,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,328,13,16,13,15554.0,15444.0,4,2,48,0,0,0,0,0,0,0,0,0,0,1,,1,,,,2,2,,,1,10,10,19,9,4,4,1,1,5,34,,3,,,9,6,15,3,,4,,,,7,1,6,6,12,9,5,11,,,,6,1,,1,5,,,,,,3,3,8,3,8,3,3,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,329,13,17,13,15444.0,15444.0,3,1,48,0,0,0,0,0,0,0,0,0,0,1,,1,,,,2,,,,3,11,11,20,10,4,3,1,1,5,31,1,2,,,9,6,15,3,1,3,,,,7,1,7,7,14,9,5,12,,,,6,1,,1,5,,,,,,3,3,8,3,8,3,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,330,13,18,13,15444.0,15434.0,3,1,48,0,0,0,0,0,0,0,0,0,0,1,,2,3,,,1,,,,,11,11,20,9,4,1,1,1,5,33,1,2,,1,9,6,15,3,,4,,,,5,1,6,6,10,9,4,8,,,,6,1,,1,5,,,,,,3,3,8,3,8,3,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,331,13,19,13,15434.0,15434.0,3,1,48,0,0,0,0,0,0,0,0,0,0,1,,,1,,1,1,,,,,11,11,20,9,4,,1,1,5,31,5,,,2,10,6,15,3,,4,,,,5,1,6,6,10,9,4,8,,,,6,1,,1,5,,,,,,3,3,8,3,8,3,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,332,13,20,13,15434.0,15434.0,1,1,48,0,0,0,0,0,0,0,0,0,0,0,,,1,,,8,,,,2,11,11,20,9,4,,1,1,5,31,1,,,,12,6,15,3,,4,,,,5,1,6,6,10,9,4,8,,,,6,1,1,1,5,,,,,,3,3,8,3,8,3,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,333,13,21,13,15434.0,15434.0,4,1,48,0,0,0,0,0,0,0,0,0,0,0,,1,,,,6,,,,1,11,11,21,8,4,,1,1,5,31,,,,,12,6,16,3,1,4,,,,4,1,6,6,10,9,4,8,,,,6,1,1,1,5,,,,,,3,3,8,3,8,3,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,334,13,22,13,15434.0,15652.0,4,2,48,0,0,0,0,0,0,0,0,0,0,0,,,,,,7,,,1,,10,10,18,7,4,,1,1,5,35,,,,,12,5,13,3,1,4,,,,4,1,6,6,10,9,4,8,,,,6,1,1,1,5,,,,,,3,3,8,3,8,3,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,335,13,23,13,15652.0,15642.0,2,3,48,0,0,0,0,0,0,0,0,0,0,0,,5,1,,,3,,,,,9,9,14,7,4,,1,1,5,33,,,1,,12,4,9,3,1,4,,,,4,1,6,6,10,9,4,8,,,,6,1,1,1,5,,,,,,3,3,8,3,8,3,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,336,14,0,1,15642.0,17995.0,,4,81,6,0,0,0,0,0,0,12,0,0,1,,1,,,,,,,,,8,8,11,14,4,7,1,1,5,,,,,,,4,7,3,,4,,,,16,1,6,6,10,9,4,8,,,,,1,,1,5,,,,,,3,3,11,3,11,3,4,1,,,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,337,14,1,5,17995.0,17626.0,,4,48,0,0,0,0,0,0,0,2,0,0,1,,5,,,,,,,,,8,8,11,14,4,7,1,1,4,,,,,,,4,7,3,,4,,,,16,1,6,6,10,9,4,8,,,,,1,,1,4,,,,,,3,3,11,3,11,3,4,1,,,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,338,14,2,13,17626.0,17456.0,3,4,48,0,0,0,0,0,0,0,2,0,0,1,,10,,,,,,,,,8,8,11,14,4,7,1,1,4,,,,,,,4,7,3,,4,,,,16,1,6,6,10,9,4,8,,,,,1,,1,4,,,,,,3,3,11,3,11,3,4,1,,,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,339,14,3,13,17456.0,17456.0,5,4,48,0,0,0,0,0,0,0,2,0,0,1,,5,1,,1,,,,,1,8,8,11,14,4,7,1,1,3,,,,,,,4,7,3,,4,,,,16,1,6,6,10,9,4,8,,,,,1,,1,3,,,,,,3,3,11,3,11,3,4,1,,,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,340,14,4,13,17456.0,17456.0,5,4,45,0,0,0,0,0,0,0,2,0,0,1,,2,2,,2,1,,,,1,8,8,11,13,4,7,1,1,3,3,,,,,,4,7,3,,4,,,,16,1,6,6,10,9,4,8,,,,,1,,1,3,,,,,,3,3,11,3,11,3,4,1,,,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,341,14,5,13,17456.0,15258.0,2,4,39,0,0,0,0,0,0,0,2,0,0,1,,2,4,,1,,,,,4,8,8,11,12,4,7,1,1,2,9,,,,,,4,7,3,,4,,,,16,1,6,6,10,9,4,8,,,,,1,,1,2,,,,,,3,3,11,3,11,3,4,1,,,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,342,14,6,13,15258.0,16864.0,4,4,95,0,0,0,0,0,0,0,2,0,0,1,,2,3,,1,,,,,2,8,8,12,9,4,7,1,1,2,11,,,,1,,4,8,3,,4,,,,15,1,6,6,10,9,4,8,,,,,1,,1,2,,,,,,3,3,11,3,11,3,4,1,,,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,343,14,7,13,16864.0,16864.0,,4,53,0,0,0,0,0,0,0,0,0,0,1,,3,1,,1,1,,,,3,8,8,12,8,4,7,1,1,1,11,1,,,2,3,4,8,3,1,4,,,,14,1,6,6,10,9,4,8,,,,,1,,1,1,,,,,,3,3,11,3,11,3,4,1,,,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,344,14,8,13,16864.0,16784.0,3,5,53,0,0,0,0,0,0,0,0,0,0,0,,,5,,,2,1,,,,8,8,13,7,4,7,,,,11,1,1,,,5,4,9,3,,4,,,,12,1,6,6,10,9,4,8,,,,,1,1,,,1,,,,,3,3,11,3,11,3,4,1,,,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,345,14,9,13,16784.0,16933.0,2,4,53,0,0,0,0,0,0,0,0,0,0,0,,1,3,,,1,1,,,2,8,8,13,8,4,7,1,1,1,10,,,,3,5,4,9,3,,4,,,,12,1,6,6,10,9,4,8,,,,,1,1,,,1,,,,,3,3,11,3,11,3,3,1,,,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,
96401,cow_milk_engine,0,346,14,10,13,16933.0,16933.0,1,4,49,0,0,0,0,0,0,0,0,0,0,0,,3,3,,,3,,,,1,8,8,13,7,4,7,1,1,1,10,1,,,1,8,4,9,3,,3,,,,12,1,7,7,11,9,4,8,,,,,1,1,,,1,,,,,3,3,11,3,11,3,3,1,,,2,,1,1,1,1,,,,,,,,,,,,,,,,,,,
